Bus_NO,Bus Name,Bus Type,Departure Time,Travelling Time,Reaching Time,Bus Rating,Ticket Price,Seat Availability
211,Amit Travels,A/C Seater / Sleeper (2+1),11:20,15h 40m,3:00,4.6,1904.76,34
212,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),18:30,06h 30m,1:00,4.5,3000,44
212,Indo Canadian Transport Pvt. Ltd.,A/C Sleeper (2+1),22:30,06h 30m,5:00,4.5,3000,30
212,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),20:30,08h 30m,5:00,4.5,2500,51
212,Indo Canadian Transport Pvt. Ltd.,A/C Sleeper (2+1),16:40,08h 30m,1:10,4.5,3000,42
212,Indo Canadian Transport Pvt. Ltd.,A/C Sleeper (2+1),16:00,09h 00m,1:00,4.5,3850,42
212,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),14:30,08h 30m,23:00,4.5,3300,44
212,Indo Canadian Transport Pvt. Ltd.,A/C Sleeper (2+1),16:30,08h 30m,1:00,4.5,3850,42
212,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),8:00,07h 00m,15:00,4.5,2500,44
212,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),14:00,07h 00m,21:00,4.5,2500,44
212,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),16:00,07h 00m,23:00,4.5,2500,51
212,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),18:00,07h 00m,1:00,4.5,2500,44
212,Indo Canadian Transport Pvt. Ltd.,A/C Sleeper (2+1),22:00,07h 00m,5:00,4.5,2500,28
212,Indo Canadian Transport Pvt. Ltd.,A/C Sleeper (2+1),16:00,07h 00m,23:00,4.5,3000,42
212,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),14:48,06h 20m,21:08,4.5,2500,44
212,Indo Canadian Transport Pvt. Ltd.,A/C Sleeper (2+1),12:43,06h 20m,19:03,4.5,3000,42
212,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),18:48,06h 20m,1:08,4.5,2500,44
212,Indo Canadian Transport Pvt. Ltd.,A/C Sleeper (2+1),16:30,06h 30m,23:00,4.5,3000,42
213,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),18:00,11h 00m,5:00,4.1,3300,51
213,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),8:00,11h 00m,19:00,4.1,3300,51
213,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),16:00,11h 00m,3:00,4.1,3300,40
213,Indo Canadian Transport Pvt. Ltd.,A/C Sleeper (2+1),20:00,11h 00m,7:00,4.1,3850,37
213,Indo Canadian Transport Pvt. Ltd.,A/C Sleeper (2+1),10:00,11h 00m,21:00,4.1,3850,20
213,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),23:55,11h 10m,11:05,4.1,3000,30
213,Indo Canadian Transport Pvt. Ltd.,A/C Sleeper (2+1),14:00,11h 00m,1:00,4.1,3850,19
213,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),12:00,11h 00m,23:00,4.1,3300,44
213,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),23:00,11h 00m,10:00,4.1,3300,36
214,Indo Canadian Transport Pvt. Ltd.,A/C Sleeper (2+1),15:39,09h 31m,1:10,4.5,3000,42
214,Indo Canadian Transport Pvt. Ltd.,A/C Sleeper (2+1),15:29,09h 31m,1:00,4.5,3850,42
214,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),13:29,09h 31m,23:00,4.5,3300,44
214,Indo Canadian Transport Pvt. Ltd.,A/C Sleeper (2+1),15:29,09h 31m,1:00,4.5,3850,42
214,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),9:29,09h 31m,19:00,4.5,3300,31
214,Indo Canadian Transport Pvt. Ltd.,A/C Sleeper (2+1),21:29,07h 31m,5:00,4.5,2500,28
214,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),23:29,07h 31m,7:00,4.5,2500,44
214,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),23:29,09h 31m,9:00,4.5,2500,44
214,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),17:29,09h 31m,3:00,4.5,3000,44
214,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),13:39,09h 31m,23:10,4.5,2500,44
214,Indo Canadian Transport Pvt. Ltd.,A/C Sleeper (2+1),21:29,09h 31m,7:00,4.5,3000,30
214,Indo Canadian Transport Pvt. Ltd.,A/C Semi Sleeper (2+2),19:29,09h 31m,5:00,4.5,3300,48
214,Indo Canadian Transport Pvt. Ltd.,A/C Sleeper (2+1),11:29,09h 31m,21:00,4.5,3000,42
215,PEPSU (Punjab) - 66648,Volvo AC Seater (2+2),9:50,05h 01m,14:51,3.6,692,34
215,PEPSU (Punjab) - 66649,Volvo AC Seater (2+2),12:40,06h 09m,18:49,3.6,692,33
215,PEPSU (Punjab) - 67101,AC Seater Hvac 2+2,15:25,05h 01m,20:26,3.6,440,41
215,PEPSU (Punjab) - 67142,Volvo AC Seater (2+2),16:00,05h 25m,21:25,3.6,692,31
215,PEPSU (Punjab) - 66687,Volvo AC Seater (2+2),18:10,05h 25m,23:35,3.6,692,38
215,PEPSU (Punjab) - 67104,AC Seater Hvac 2+2,22:30,05h 01m,3:31,3.6,440,39
216,PEPSU (Punjab) - 67105,AC Seater Hvac 2+2,9:50,05h 30m,15:20,3.1,440,20
216,PEPSU (Punjab) - 67160,Volvo AC Seater (2+2),11:45,05h 30m,17:15,3.1,692,15
216,PEPSU (Punjab) - 66665,Volvo AC Seater (2+2),14:01,04h 59m,19:00,3.1,692,32
216,PEPSU (Punjab) - 66689,Volvo AC Seater (2+2),15:26,04h 59m,20:25,3.1,692,35
216,PEPSU (Punjab) - 67140,AC Seater Hvac 2+2,16:30,05h 30m,22:00,3.1,440,40
216,PEPSU (Punjab) - 66667,Volvo AC Seater (2+2),17:31,04h 59m,22:30,3.1,692,39
216,PEPSU (Punjab) - 67103,AC Seater Hvac 2+2,22:31,05h 29m,4:00,3.1,440,39
217,Yolo Bus,VE A/C Seater / Sleeper (2+1),22:27,06h 33m,5:00,4.5,400,28
217,Laxmi holidays,VE A/C Sleeper (2+1),23:55,06h 50m,6:45,4.5,570,28
217,IntrCity SmartBus,AC Sleeper (2+1),22:50,06h 55m,5:45,4.5,466,24
217,AdArmaan Tour & Travels,A/C Seater / Sleeper (2+1),22:50,07h 10m,6:00,4.5,454,46
217,IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:45,07h 35m,6:20,4.5,548,21
217,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:55,06h 10m,6:05,4.5,296,32
217,NueGo,Electric A/C Seater (2+2),23:15,05h 50m,5:05,4.5,380,29
217,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),23:25,05h 55m,5:20,4.5,499,29
217,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:40,06h 20m,6:00,4.5,507,31
217,Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),23:40,06h 20m,6:00,4.5,449,32
217,New Navyug Travels,A/C Sleeper (2+1),23:00,06h 30m,5:30,4.5,675,35
217,NueGo,Electric A/C Seater (2+2),13:00,05h 50m,18:50,4.5,380,24
217,Classic Travels,A/C Seater / Sleeper (2+2),23:55,07h 00m,6:55,4.5,389,38
217,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),23:30,05h 50m,5:20,4.5,549,32
217,Golden Temple Express Volvo,Volvo Multi-Axle A/C Semi Sleeper (2+2),23:58,06h 22m,6:20,4.5,599,35
217,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:45,06h 15m,6:00,4.5,449,32
217,Classic Travels,A/C Seater / Sleeper (2+2),23:30,07h 00m,6:30,4.5,389,38
217,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),23:59,06h 31m,6:30,4.5,499,30
217,ADTC tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:55,05h 20m,5:15,4.5,799,26
217,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),23:57,06h 53m,6:50,4.5,549,34
217,ADTC tour and Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),23:40,05h 30m,5:10,4.5,600,39
217,IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),23:45,06h 10m,5:55,4.5,463,33
217,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),23:58,06h 52m,6:50,4.5,599,30
217,Muskan Tour And Travels private Limited,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),23:59,05h 56m,5:55,4.5,508,38
217,Prince Travels,A/C Seater / Sleeper (2+2),0:50,05h 10m,6:00,4.5,1099,42
217,NueGo,Electric A/C Seater (2+2),8:50,05h 35m,14:25,4.5,380,21
217,Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),17:50,07h 50m,1:40,4.5,833,40
217,MM Travels,A/C Seater / Sleeper (2+2),22:30,07h 30m,6:00,4.5,349,40
217,Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),17:50,07h 40m,1:30,4.5,648,37
217,NAYAR TRAVELS (OPC) PVT LTD,A/C Sleeper (2+1),14:30,08h 00m,22:30,4.5,1659,28
217,Travel Point,A/C Seater / Sleeper (2+2),23:25,05h 55m,5:20,4.5,949,50
218,PEPSU (Punjab) - 67165,Volvo AC Seater (2+2),11:10,06h 00m,17:10,3.5,845,45
218,PEPSU (Punjab) - 67122,Volvo AC Seater (2+2),11:10,06h 20m,17:30,3.5,845,39
218,PEPSU (Punjab) - 67123,Volvo AC Seater (2+2),13:45,06h 10m,19:55,3.5,845,38
218,PEPSU (Punjab) - 67154,Volvo AC Seater (2+2),16:50,06h 00m,22:50,3.5,845,39
218,PEPSU (Punjab) - 67132,Volvo AC Seater (2+2),17:40,06h 00m,23:40,3.5,845,39
218,PEPSU (Punjab) - 67121,Volvo AC Seater (2+2),21:50,07h 00m,4:50,3.5,845,36
218,RSRTC - 170038,Express Non AC Seater 2+3,16:00,07h 00m,23:00,3.5,395,42
218,RSRTC - 156675,Express Non AC Seater 2+3,22:30,06h 45m,5:15,3.5,391,42
218,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),22:20,06h 40m,5:00,3.5,399,42
218,Yolo Bus,VE A/C Seater / Sleeper (2+1),23:30,05h 54m,5:24,3.5,400,27
218,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),21:45,07h 30m,5:15,3.5,349,42
218,Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),20:25,06h 00m,2:25,3.5,539,30
218,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),23:40,07h 00m,6:40,3.5,570,33
218,Laxmi holidays,VE A/C Sleeper (2+1),23:00,07h 00m,6:00,3.5,570,36
218,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),20:15,08h 30m,4:45,3.5,303,32
218,IntrCity SmartBus,A/C Seater / Sleeper (2+1),20:45,07h 35m,4:20,3.5,344,29
218,Zingbus Plus,Scania A/C Semi Sleeper (2+2),22:50,06h 35m,5:25,3.5,360,31
218,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),22:45,07h 15m,6:00,3.5,314,39
218,Yolo Bus,VE A/C Seater / Sleeper (2+1),22:00,06h 28m,4:28,3.5,400,31
218,Golden Temple Express Volvo,Volvo Multi-Axle A/C Semi Sleeper (2+2),22:50,06h 16m,5:06,3.5,599,32
218,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),21:30,07h 25m,4:55,3.5,296,33
218,NueGo,Electric A/C Seater (2+2),13:00,06h 25m,19:25,3.5,380,29
218,Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),21:55,07h 35m,5:30,3.5,345,29
218,IntrCity SmartBus,AC Sleeper (2+1),22:30,07h 40m,6:10,3.5,466,27
218,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),23:30,06h 40m,6:10,3.5,570,30
218,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),22:58,06h 22m,5:20,3.5,499,25
218,IntrCity SmartBus,A/C Seater / Sleeper (2+1),21:30,08h 20m,5:50,3.5,404,37
218,New Navyug Travels,A/C Sleeper (2+1),22:45,05h 45m,4:30,3.5,625,32
218,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),22:55,06h 15m,5:10,3.5,549,32
218,NueGo,Electric A/C Seater (2+2),23:00,06h 25m,5:25,3.5,380,30
218,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),22:15,07h 30m,5:45,3.5,360,33
218,IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),22:30,07h 35m,6:05,3.5,517,33
218,Golden Temple Volvo Bus Service,A/C Seater / Sleeper (2+2),23:40,05h 20m,5:00,3.5,686,47
218,Armaan Tour & Travels,A/C Seater / Sleeper (2+1),14:00,08h 05m,22:05,3.5,454,48
218,Banjara Satguru Travels,A/C Seater / Sleeper (2+2),22:50,06h 00m,4:50,3.5,499,31
218,Banjara Satguru Travels,A/C Seater / Sleeper (2+2),23:35,05h 30m,5:05,3.5,496,33
218,IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:00,07h 50m,5:50,3.5,426,34
218,ADTC tour and Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),22:25,05h 35m,4:00,3.5,600,44
218,City Land Travels,A/C Seater/Sleeper (2+1),23:15,06h 35m,5:50,3.5,488,32
218,Classic Travels,A/C Seater / Sleeper (2+2),9:30,07h 00m,16:30,3.5,700,26
218,Muskan Tour And Travels private Limited,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),22:40,05h 20m,4:00,3.5,554,35
218,Classic Travels,A/C Seater / Sleeper (2+2),21:00,07h 00m,4:00,3.5,790,15
218,Banjara Satguru Travels,A/C Seater / Sleeper (2+2),22:40,06h 06m,4:46,3.5,586,39
218,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),22:50,05h 56m,4:46,3.5,499,42
218,IntrCity SmartBus,A/C Seater / Sleeper (2+1),21:00,07h 50m,4:50,3.5,493,31
218,K.S Travels,A/C Semi Sleeper / Sleeper (2+2),23:00,06h 45m,5:45,3.5,700,40
218,FlixBus,A/C Sleeper (2+1),18:30,07h 15m,1:45,3.5,272,26
218,RK Holiday,A/C Seater / Sleeper (2+2),23:10,05h 50m,5:00,3.5,527,37
218,NEW KING BUS SERVICE,A/C Seater / Sleeper (2+2),22:50,05h 45m,4:35,3.5,499,26
218,CALL2TRIP,A/C Seater / Sleeper (2+2),22:40,06h 00m,4:40,3.5,594,44
218,New National Travels,A/C Seater / Sleeper (2+2),23:00,06h 00m,5:00,3.5,449,34
218,Banjara Satguru Travels,A/C Seater / Sleeper (2+1),22:40,06h 06m,4:46,3.5,586,38
218,MM Travels,A/C Seater / Sleeper (2+2),11:00,07h 50m,18:50,3.5,799,40
218,Ram Dalal Holidays,Bharat Benz A/C Sleeper (2+1),23:00,07h 00m,6:00,3.5,509,37
218,VIKAS TRAVELS ®,A/C Seater/Sleeper (2+1),21:55,07h 05m,5:00,3.5,1904.76,44
218,Travel Point,A/C Seater / Sleeper (2+2),21:00,05h 21m,2:21,3.5,759,50
218,ADTC tour and Travels,Bharat Benz A/C Seater / Sleeper (2+2),22:30,05h 25m,3:55,3.5,600,40
218,ADTC tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:40,05h 20m,4:00,3.5,499,28
218,Golden Temple Volvo Bus Service,A/C Seater / Sleeper (2+1),22:40,06h 25m,5:05,3.5,686,44
218,MM Travels,AC Seater (2+2),13:30,07h 00m,20:30,3.5,1599,35
218,Travel Point World LLP,A/C Seater / Sleeper (2+2),22:15,05h 45m,4:00,3.5,664,28
218,Amit Travels,A/C Seater / Sleeper (2+1),11:20,14h 40m,2:00,3.5,1904.76,34
218,Giriraj tour and travels,AC Sleeper (2+1),8:20,03h 40m,12:00,3.5,3809.52,36
219,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:20,07h 10m,6:30,4.6,386,34
219,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),21:20,07h 25m,4:45,4.6,399,37
219,Laxmi holidays,VE A/C Sleeper (2+1),23:10,07h 35m,6:45,4.6,570,28
219,Yolo Bus,VE A/C Seater / Sleeper (2+1),21:37,07h 23m,5:00,4.6,400,28
219,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),22:40,07h 40m,6:20,4.6,399,32
219,Golden Temple Express Volvo,Volvo Multi-Axle A/C Semi Sleeper (2+2),23:40,06h 40m,6:20,4.6,599,37
219,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),23:35,07h 25m,7:00,4.6,570,35
219,IntrCity SmartBus,AC Sleeper (2+1),21:55,07h 50m,5:45,4.6,466,24
219,New Navyug Travels,A/C Sleeper (2+1),22:00,07h 30m,5:30,4.6,675,35
219,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),22:55,07h 10m,6:05,4.6,296,32
219,IntrCity SmartBus,A/C Seater / Sleeper (2+1),21:55,08h 25m,6:20,4.6,548,21
219,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),22:40,06h 40m,5:20,4.6,549,32
219,IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:35,07h 25m,6:00,4.6,449,32
219,Muskan Tour And Travels private Limited,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),23:55,06h 00m,5:55,4.6,508,38
219,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:45,07h 00m,6:45,4.6,372,35
219,IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:45,07h 15m,6:00,4.6,507,31
219,Khurana Bus Service,Volvo A/C (2+2),18:55,07h 45m,2:40,4.6,699,31
219,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),22:45,06h 35m,5:20,4.6,499,36
219,ADTC tour and Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),22:55,06h 15m,5:10,4.6,600,53
219,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),23:55,06h 55m,6:50,4.6,549,34
219,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),23:57,06h 33m,6:30,4.6,499,34
219,Ram Dalal Holidays,Bharat Benz A/C Sleeper (2+1),23:45,05h 15m,5:00,4.6,509,19
219,Zingbus Plus,Scania A/C Semi Sleeper (2+2),23:10,07h 45m,6:55,4.6,353,29
219,IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),22:55,07h 00m,5:55,4.6,463,33
219,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),23:55,06h 55m,6:50,4.6,599,30
219,NueGo,Electric A/C Seater/Sleeper (2+1),23:25,08h 00m,7:25,4.6,664,39
219,ADTC tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:35,05h 40m,5:15,4.6,799,26
219,Prince Travels,A/C Seater / Sleeper (2+2),23:55,06h 05m,6:00,4.6,1099,42
219,Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),17:00,08h 40m,1:40,4.6,740,40
219,Vijay Tour and Travels,A/C Seater / Sleeper (2+1),16:40,08h 50m,1:30,4.6,833,38
219,SPEED BUS,Volvo A/C Semi Sleeper (2+2),15:30,06h 40m,22:10,4.6,1199,41
219,Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),22:35,07h 25m,6:00,4.6,449,32
219,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:55,07h 15m,7:10,4.6,516,36
219,SPEED BUS,Volvo A/C Semi Sleeper (2+2),14:10,20h 15m,10:25,4.6,999,41
219,NueGo,Electric A/C Seater/Sleeper (2+1),12:55,08h 10m,21:05,4.6,380,32
219,SHREE SATGURU TRAVELS,A/C Seater / Sleeper (2+2),23:58,06h 02m,6:00,4.6,499,38
219,Armaan Tour & Travels,A/C Seater / Sleeper (2+1),21:20,08h 40m,6:00,4.6,624,48
220,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:10,07h 20m,6:30,4.7,386,34
220,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),21:05,07h 40m,4:45,4.7,399,37
220,Yolo Bus,VE A/C Seater / Sleeper (2+1),23:26,07h 02m,6:28,4.7,620,13
220,AdNew Navyug Travels,A/C Sleeper (2+1),21:50,07h 40m,5:30,4.7,675,35
220,Laxmi holidays,VE A/C Sleeper (2+1),23:05,07h 40m,6:45,4.7,570,28
220,Zingbus Plus,Scania A/C Semi Sleeper (2+2),22:50,08h 05m,6:55,4.7,353,29
220,Yolo Bus,VE A/C Seater / Sleeper (2+1),21:11,07h 49m,5:00,4.7,400,28
220,R S YADAV SMART BUS PRIVATE LIMITED,Volvo Multi Axle B11R AC Seater\Sleeper (2+1),22:55,06h 40m,5:35,4.7,499,24
220,IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:30,07h 30m,6:00,4.7,507,31
220,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),23:55,07h 35m,7:30,4.7,570,34
220,IntrCity SmartBus,AC Sleeper (2+1),21:30,08h 15m,5:45,4.7,466,24
220,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),23:25,07h 35m,7:00,4.7,570,35
220,Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),22:25,07h 35m,6:00,4.7,449,32
220,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),22:35,07h 45m,6:20,4.7,399,33
220,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),23:54,06h 36m,6:30,4.7,499,36
220,SHRI BALAJII TRAVELS,Volvo A/C Semi Sleeper (2+2),23:00,07h 15m,6:15,4.7,289,37
220,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),22:30,06h 50m,5:20,4.7,499,29
220,Golden Temple Express Volvo,Volvo Multi-Axle A/C Semi Sleeper (2+2),23:30,06h 50m,6:20,4.7,599,35
220,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),22:45,07h 20m,6:05,4.7,296,32
220,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:55,07h 20m,7:15,4.7,352,39
220,IntrCity SmartBus,A/C Seater / Sleeper (2+1),21:20,09h 00m,6:20,4.7,548,21
220,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),23:50,07h 00m,6:50,4.7,599,32
220,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),22:30,06h 50m,5:20,4.7,549,32
220,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:35,07h 10m,6:45,4.7,372,35
220,IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:15,07h 45m,6:00,4.7,449,32
220,Muskan Tour And Travels private Limited,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),23:35,06h 20m,5:55,4.7,508,38
220,ADTC tour and Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),22:40,06h 30m,5:10,4.7,600,34
220,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),23:50,07h 00m,6:50,4.7,549,34
220,Armaan Tour & Travels,A/C Seater / Sleeper (2+1),21:00,09h 00m,6:00,4.7,624,46
220,Khurana Bus Service,Volvo A/C (2+2),18:35,08h 05m,2:40,4.7,699,26
220,ADTC tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:10,06h 05m,5:15,4.7,799,6
220,Lavish Travels,A/C Seater / Sleeper (2+2),23:40,05h 50m,5:30,4.7,629,45
220,Ram Dalal Holidays,Bharat Benz A/C Sleeper (2+1),23:25,05h 35m,5:00,4.7,509,19
220,IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),22:40,07h 15m,5:55,4.7,463,33
220,Prince Travels,A/C Seater / Sleeper (2+2),23:45,06h 15m,6:00,4.7,1099,42
220,Travel Point,A/C Seater / Sleeper (2+2),22:25,06h 55m,5:20,4.7,949,50
220,FlixBus,A/C Sleeper (2+1),23:30,07h 05m,6:35,4.7,336,10
220,SHREE SATGURU TRAVELS,A/C Seater / Sleeper (2+2),23:50,06h 10m,6:00,4.7,499,38
220,K.S Travels,A/C Semi Sleeper / Sleeper (2+2),23:30,06h 00m,5:30,4.7,500,48
220,Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),16:20,09h 10m,1:30,4.7,833,37
220,Big Bus,A/C Seater / Sleeper (2+2),23:00,06h 30m,5:30,4.7,795,28
220,Ashok Travels,A/C Seater / Sleeper (2+2),23:00,07h 00m,6:00,4.7,759,52
221,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),22:20,07h 20m,5:40,4.6,399,42
221,Yolo Bus,VE A/C Seater / Sleeper (2+1),23:30,06h 59m,6:29,4.6,400,27
221,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),22:45,08h 20m,7:05,4.6,314,39
221,AdNew Navyug Travels,A/C Sleeper (2+1),22:45,07h 25m,6:10,4.6,625,28
221,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),21:45,08h 45m,6:30,4.6,349,41
221,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),22:00,08h 00m,6:00,4.6,399,45
221,R S YADAV SMART BUS PRIVATE LIMITED,Volvo Multi Axle B11R AC Seater\Sleeper (2+1),22:30,07h 21m,5:51,4.6,499,19
221,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),21:30,08h 30m,6:00,4.6,296,33
221,Yolo Bus,VE A/C Seater / Sleeper (2+1),22:00,07h 42m,5:42,4.6,400,31
221,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),23:40,07h 50m,7:30,4.6,570,33
221,IntrCity SmartBus,AC Sleeper (2+1),22:30,08h 40m,7:10,4.6,466,27
221,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),20:15,09h 40m,5:55,4.6,303,32
221,Zingbus Plus,Scania A/C Semi Sleeper (2+2),22:50,07h 30m,6:20,4.6,360,31
221,Laxmi holidays,VE A/C Sleeper (2+1),23:00,08h 10m,7:10,4.6,570,36
221,Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),20:25,07h 10m,3:35,4.6,539,30
221,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),22:58,06h 57m,5:55,4.6,499,25
221,Golden Temple Express Volvo,Volvo Multi-Axle A/C Semi Sleeper (2+2),22:50,07h 27m,6:17,4.6,599,32
221,IntrCity SmartBus,A/C Seater / Sleeper (2+1),20:45,08h 45m,5:30,4.6,344,29
221,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),23:30,07h 40m,7:10,4.6,570,30
221,CAPITAL HOLIDAYS,A/C Seater / Sleeper (2+2),17:00,07h 30m,0:30,4.6,629,39
221,CAPITAL HOLIDAYS,A/C Seater / Sleeper (2+2),20:30,07h 30m,4:00,4.6,719,36
221,CAPITAL HOLIDAYS,A/C Seater / Sleeper (2+2),22:30,07h 30m,6:00,4.6,629,37
221,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),22:55,07h 20m,6:15,4.6,549,32
221,Banjara Satguru Travels,A/C Seater / Sleeper (2+2),22:50,07h 00m,5:50,4.6,499,31
221,Banjara Satguru Travels,A/C Seater / Sleeper (2+2),23:35,06h 30m,6:05,4.6,496,33
221,R S YADAV SMART BUS PRIVATE LIMITED,VE A/C Seater / Sleeper (2+1),18:30,07h 50m,2:20,4.6,499,38
221,City Land Travels,A/C Seater/Sleeper (2+1),23:15,07h 25m,6:40,4.6,488,32
